uuid,geo_position,id,length,node_a,node_b,olm_characteristic,operates_from,operates_until,operator,parallel_devices,type
997840bf-8c94-444f-83f1-e9c991706d7c,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_HS_NET1_Station_1-HS_NET1_Station_2,24.0,00d03670-7833-47ee-ad52-04d18d1c64fd,dfae9806-9b44-4995-ba27-d66d8e4a43e0,"olm:{(0.00,1.00)}",,,,1,c940e435-0523-419a-90bc-f3dbf2e463f7
7f2e8019-f650-42b7-bd39-6895cb9c4d9f,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET146_F3_(9)-NS_NET146_F3_(10),0.03200000151991844,6570535c-0d2e-4846-9951-21559902f67a,4632291f-80d7-4e4a-9dc9-5c0fd0c56312,"olm:{(0.00,1.00)}",,,,1,7286023c-864d-476f-8b54-f23179ed906a
b6b655da-54ed-41d8-a331-04e41d2286de,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET136_S1_1-NS_NET136_S1_2,0.029999999329447746,535b3fa4-ed67-4ab1-9a68-e7db83e05967,032768b4-2426-4abf-806b-83813ac5137a,"olm:{(0.00,1.00)}",,,,1,359e568b-3167-4c1b-9e94-6e6aa74e36cc
7d68b748-ebe5-430e-95b8-bd0eededa136,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET146_F1_(1)-NS_NET146_ONS,0.12099999934434891,4f28e734-5148-4caf-ac64-270231740cbf,3da4fd3d-ac5e-409d-91fa-36516673cf57,"olm:{(0.00,1.00)}",,,,1,744ea833-d481-4583-99e7-4e83728ea176
56603d19-84d5-4c2f-a42c-92777602999a,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET126_F2_(16)-NS_NET126_F2_(17),0.024000000208616257,d8c35123-b389-4199-84f9-d417d24bb78d,c5457e35-ad81-4427-9d3a-99e4c44ccae8,"olm:{(0.00,1.00)}",,,,1,df4aeff9-dacd-4326-9126-58e39f4161f9
746fa279-2acf-4aa1-b3e1-8d312d66058a,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET146_F2_(5)-NS_NET146_F2_(6),0.028999999165534973,0228ffcd-f6bc-47c8-b26c-fcc0abacd963,5071dd8c-bbc1-4c8d-a180-4492f80e183d,"olm:{(0.00,1.00)}",,,,1,9aafec57-d20c-4d25-9a12-0ffb299eddda
87cd1ae0-2ac4-46fb-aeb8-b2f710da299b,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET146_F2_(16)-NS_NET146_F2_(17),0.024000000208616257,8f2ba96f-a47a-46d3-b5a1-d19de0a32419,40537c84-c812-4231-bd23-0ba81922e937,"olm:{(0.00,1.00)}",,,,1,6c4bc7e5-6510-43f2-b370-89e5426d8364
8cc7bf8e-226d-41c9-9cd0-7524ea9186f7,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET146_F1_(1)-NS_NET146_F1_(2),0.023000000044703484,4f28e734-5148-4caf-ac64-270231740cbf,ab3645a7-af26-480d-b1bd-5b0fa00dc83f,"olm:{(0.00,1.00)}",,,,1,110964ab-decd-4f63-af13-dfe2ee499ba7
2005c393-edc4-4cc4-80af-ebbde1305b8e,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET146_F1_(38)-NS_NET146_F1_(37),0.028999999165534973,32507a10-1eed-4a3f-820c-bc187f3b052e,450426ac-a560-4d17-b1fc-9e169530a655,"olm:{(0.00,1.00)}",,,,1,a4c7ef55-d178-4967-a6cf-8a762672d27c
8885b761-4c1a-4924-be8a-b8f474d8f629,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_MS3_01-MS3_02,2.0,bb59ca46-1f2e-41c9-9723-90b306f043cd,b6b1b9fc-e7d8-492d-8601-84c1e756bd83,"olm:{(0.00,1.00)}",,,,1,54a5e86e-8535-427e-b07b-638ba00913a5
