uuid;albedo;azimuth;cos_phi_rated;elevation_angle;eta_conv;id;k_g;k_t;market_reaction;node;operates_from;operates_until;operator;q_characteristics;s_rated;em
92282f58-e38f-405c-a3f4-b6d908b5209b;0.20000000298023224;5.3010125160217285;0.8999999761581421;39.12493896484375;97.0;LV5.201 SGen 4_pv;0.8999999761581421;1.0;false;f0a6b995-ff8c-4d62-9b8f-ee33444bca25;;;;"cosPhiFixed:{(0.0,0.9)}";7.8;f1b10c39-b6b8-4d96-95d4-b1269d1359b0
35d07e46-5637-46d5-959a-d56f0cf38c18;0.20000000298023224;20.107717514038086;0.8999999761581421;39.57343292236328;97.0;LV5.201 SGen 9_pv;0.8999999761581421;1.0;false;f7eee9ce-76bc-4d8c-9b57-5dfd902851bd;;;;"cosPhiFixed:{(0.0,0.9)}";5.5;d9d26cdd-68d8-4316-9bb7-e5dd41e160e2
3bb4836d-c6b2-4c0d-98ed-d66559b70233;0.20000000298023224;3.8914573192596436;0.8999999761581421;42.77021408081055;98.0;LV5.201 SGen 6_pv;0.8999999761581421;1.0;false;0161b428-c077-4970-99d5-c09c96e36326;;;;"cosPhiFixed:{(0.0,0.9)}";51.2;0430b221-2406-42cc-8109-136e5d402800
f82c5527-00f7-41eb-b0b3-2264424c981d;0.20000000298023224;0.7802008390426636;0.8999999761581421;40.086585998535156;98.0;LV5.201 SGen 11_pv;0.8999999761581421;1.0;false;34437577-2a08-4e9f-828c-c2a5ff72671c;;;;"cosPhiFixed:{(0.0,0.9)}";10.9;4d6dc15b-e4c8-4d5a-a3ed-48bbae8eb65e
08d40af3-556f-41a5-863b-d843b6a23944;0.20000000298023224;0.7802008390426636;0.8999999761581421;40.086585998535156;98.0;LV5.201 SGen 5_pv;0.8999999761581421;1.0;false;3e48169e-b1b9-44db-be00-8e6a3214603a;;;;"cosPhiFixed:{(0.0,0.9)}";25.0;dbda943d-a23a-42cc-80bf-c754f1f81903
3be9cdc3-bc1a-4f07-94cc-f07ccdc87a0a;0.20000000298023224;3.8914573192596436;0.8999999761581421;42.77021408081055;98.0;LV5.201 SGen 12_pv;0.8999999761581421;1.0;false;f3b1b547-9847-44ca-8715-6b787869e4a2;;;;"cosPhiFixed:{(0.0,0.9)}";10.8;2e65b3cb-e0f2-490b-ae31-992940bf7db8
b61554e4-4b16-455f-82c3-9f79873347af;0.20000000298023224;0.7802008390426636;0.8999999761581421;40.086585998535156;98.0;LV5.201 SGen 10_pv;0.8999999761581421;1.0;false;f2f28fac-8947-4732-a3e7-67bbf4717a05;;;;"cosPhiFixed:{(0.0,0.9)}";4.2;72e8d72e-ab97-4b10-9846-28342ca2b9e0
4f86cdd4-4bd6-4227-a3cf-5e4685a0251c;0.20000000298023224;3.8914573192596436;0.8999999761581421;42.77021408081055;98.0;LV5.201 SGen 14_pv;0.8999999761581421;1.0;false;69eb65ec-6330-4a70-9660-eefc83e1420a;;;;"cosPhiFixed:{(0.0,0.9)}";6.9;95d0c2e2-adda-4353-b673-b5b783462d97
5ebce18e-846a-4143-a074-285506e4aff2;0.20000000298023224;3.8914573192596436;0.8999999761581421;42.77021408081055;98.0;LV5.201 SGen 2_pv;0.8999999761581421;1.0;false;df61201d-efba-49ed-a9cf-8f28f64fb9e7;;;;"cosPhiFixed:{(0.0,0.9)}";11.3;f4b1242d-9350-4a91-9388-3f951295a773
03c70431-f7dd-4dda-a531-f3c57bf29a54;0.20000000298023224;20.107717514038086;0.8999999761581421;39.57343292236328;98.0;LV5.201 SGen 8_pv;0.8999999761581421;1.0;false;8827abe8-1457-49fc-b9b4-bfd02bac559d;;;;"cosPhiFixed:{(0.0,0.9)}";7.6;ba9097bf-9485-4e68-93cb-29bc55dc800a
3efbf52c-8c18-432b-8fd6-0e8eb452883b;0.20000000298023224;0.7802008390426636;0.8999999761581421;40.086585998535156;98.0;LV5.201 SGen 3_pv;0.8999999761581421;1.0;false;0d1e8712-220a-4fa7-8b9f-0bae058d4a8f;;;;"cosPhiFixed:{(0.0,0.9)}";8.2;32a0ef13-a29e-4698-be9a-3ab46a144c88
3da0a925-48c0-469b-b17e-e16f7e2d265a;0.20000000298023224;3.8914573192596436;0.8999999761581421;42.77021408081055;98.0;LV5.201 SGen 7_pv;0.8999999761581421;1.0;false;807bb254-43ca-4a6c-b3b8-711230fc267c;;;;"cosPhiFixed:{(0.0,0.9)}";17.0;7c203e14-38a3-4c23-9a76-d545b5cb4158
c448edfe-9164-48c9-b2ae-2994ee6c7d42;0.20000000298023224;20.107717514038086;0.8999999761581421;39.57343292236328;98.0;LV5.201 SGen 13_pv;0.8999999761581421;1.0;false;aea8015d-3d58-4c1f-94f9-56a414a9beb9;;;;"cosPhiFixed:{(0.0,0.9)}";12.0;96347daa-b3b5-4cda-bf21-2b2168ce6427
d87e2a31-8989-4e05-b02c-bc4c41352f34;0.20000000298023224;5.3010125160217285;0.8999999761581421;39.12493896484375;98.0;LV5.201 SGen 1_pv;0.8999999761581421;1.0;false;cf507f98-a0d5-4ace-ba21-809005c77910;;;;"cosPhiFixed:{(0.0,0.9)}";3.4;b9e4a8ad-8b48-4e50-92cc-5f335cf7ca51
30273378-95a3-4e09-965b-66e61e498ee9;0.20000000298023224;20.107717514038086;0.8999999761581421;39.57343292236328;98.0;LV5.201 SGen 15_pv;0.8999999761581421;1.0;false;77e70b68-7c4e-4ca2-bed2-bb49d3999d2f;;;;cosPhiFixed:{(0.0,0.9)};2.9;9a62d282-ee5b-4035-a601-7395fba20f99
