uuid,geo_position,id,length,node_a,node_b,olm_characteristic,operates_from,operates_until,operator,parallel_devices,type
5d1176ac-e64e-4811-8d0c-c87d9060ba2a,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_ONS-NS_NET116_S2_1,0.029999999329447746,31a2b9bf-e785-4475-aa44-1c34646e8c79,39112046-8953-4e73-a5d9-6a8183a77436,"olm:{(0.0,1.0)}",,,,1,4ee89e0b-1e97-4dde-ba57-3b0b862957c5
106f03b3-b84e-4d36-ab09-13b3dc3403e7,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S2_3-NS_NET116_S2_4,0.029999999329447746,df9c3d91-41a0-4e49-bb1f-1cd2a8fd9a2e,e05c68b1-11cd-43fd-a4b2-31e4db380c78,"olm:{(0.0,1.0)}",,,,1,17e87208-d092-4514-8b23-ab91598798ce
c3206971-b22f-4090-826b-e08d4bc8ffad,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S1_3-NS_NET116_S1_4,0.029999999329447746,e4c8b492-965c-4b5a-8d14-e8ff2c027ce9,b3a7431d-89b0-41cb-87a9-5853890796cd,"olm:{(0.0,1.0)}",,,,1,b63674e1-6827-4e8b-b3e6-34ee6d4823a9
814dec01-f6f2-4817-8f83-2e758011b033,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_ONS-NS_NET116_S1_1,0.029999999329447746,31a2b9bf-e785-4475-aa44-1c34646e8c79,8a50fb37-81cf-47c9-8850-a12b4391e2e7,"olm:{(0.0,1.0)}",,,,1,a7071b97-2be4-40bf-a0b1-b8faf6bff6d6
cba98774-b8c6-45f4-84cc-2fde121a77fa,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S3_1-NS_NET116_S3_2,0.029999999329447746,4a6f6058-e654-464d-9367-2dca7185c6d7,550ebca7-1455-44eb-9431-ffbf08e58bd4,"olm:{(0.0,1.0)}",,,,1,6986321a-0a85-411e-8b2d-9d929a7f298b
2d552f15-6871-4e09-84b1-003da098d909,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S2_1-NS_NET116_S2_2,0.029999999329447746,39112046-8953-4e73-a5d9-6a8183a77436,d53ff076-dadd-44f8-85d4-68f48991f7d0,"olm:{(0.0,1.0)}",,,,1,e0de3267-5ef6-4fcb-83c9-771d53e7fde8
8bb29769-404b-4bf6-837e-f9ca1b389bf9,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S3_2-NS_NET116_S3_3,0.029999999329447746,550ebca7-1455-44eb-9431-ffbf08e58bd4,d69efff2-ba8b-4aa6-a4a1-27267964147a,"olm:{(0.0,1.0)}",,,,1,9db7e41e-7360-4529-bbdb-dbd220117f61
37c8ebe1-5d29-4806-a84a-fc00e4279fa6,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S3_3-NS_NET116_S3_4,0.029999999329447746,d69efff2-ba8b-4aa6-a4a1-27267964147a,36dccefc-f04c-493f-bb88-11343583bf9f,"olm:{(0.0,1.0)}",,,,1,ea01036f-5b25-47dd-98e3-0d944fd2e670
f0d4491e-eb64-49a0-8fc3-44fa5bd9dcee,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S3_4-NS_NET116_S3_5,0.029999999329447746,36dccefc-f04c-493f-bb88-11343583bf9f,b9a28095-68f7-44c1-9ccc-6efc5ea84c59,"olm:{(0.0,1.0)}",,,,1,e2ee2ab1-8e22-41be-9a1f-cfdee99d611e
4bdb6569-72da-4d60-97b1-b5a639032d5d,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S1_4-NS_NET116_S1_5,0.029999999329447746,b3a7431d-89b0-41cb-87a9-5853890796cd,92301422-94ae-48ab-89c7-a69eea9450b2,"olm:{(0.0,1.0)}",,,,1,3362b510-7d57-44b1-a6cf-8081aac84a5b
91179f48-2d6c-4ae4-864c-d667f57a6e66,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S1_1-NS_NET116_S1_2,0.029999999329447746,8a50fb37-81cf-47c9-8850-a12b4391e2e7,3e21f3a1-2c9c-4138-bcc9-466b004609ed,"olm:{(0.0,1.0)}",,,,1,9312de84-9197-462f-9d69-7d2fea8f7f68
10c6a103-3132-4324-8f76-8c1858d51fcb,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S1_2-NS_NET116_S1_3,0.029999999329447746,3e21f3a1-2c9c-4138-bcc9-466b004609ed,e4c8b492-965c-4b5a-8d14-e8ff2c027ce9,"olm:{(0.0,1.0)}",,,,1,1173fa67-2573-4476-aa5e-c3fe756a7f07
b714db4a-db55-4957-b503-2300559bb81f,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S2_2-NS_NET116_S2_3,0.029999999329447746,d53ff076-dadd-44f8-85d4-68f48991f7d0,df9c3d91-41a0-4e49-bb1f-1cd2a8fd9a2e,"olm:{(0.0,1.0)}",,,,1,567497fb-f77c-4e25-a030-9d40b377711c
d48db7e8-5fde-456f-8b17-02d18a5a2e32,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_S2_4-NS_NET116_S2_5,0.029999999329447746,e05c68b1-11cd-43fd-a4b2-31e4db380c78,32bd37df-255b-4eb2-9d16-5b711132eee6,"olm:{(0.0,1.0)}",,,,1,b42b9195-4953-403f-8e52-55cc8e653c94
25a1e96e-b425-48bf-a3ae-dc54ea9da47f,"{""type"":""LineString"",""coordinates"":[[7.4116482,51.4843281],[7.4116482,51.4843281]],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}",LTG_NS_NET116_ONS-NS_NET116_S3_1,0.029999999329447746,31a2b9bf-e785-4475-aa44-1c34646e8c79,4a6f6058-e654-464d-9367-2dca7185c6d7,"olm:{(0.0,1.0)}",,,,1,cde5f3a8-4a99-49b7-a7e7-b73e1c6d8003
