uuid;geo_position;id;operates_from;operates_until;operator;slack;subnet;v_rated;v_target;volt_lvl
16091b6d-f1ea-4a07-9ad4-30d595aba68d;"{""type"":""Point"",""coordinates"":[11.8213,53.429],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 26;;;;false;2;0.4;1.0;Niederspannung
27b84da5-478e-4a05-8fe7-a9f800db5eff;"{""type"":""Point"",""coordinates"":[11.8198,53.4211],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 7;;;;false;2;0.4;1.0;Niederspannung
7f692039-eef6-45f6-9e30-b5983f6750a5;"{""type"":""Point"",""coordinates"":[11.8175,53.4277],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 54;;;;false;2;0.4;1.0;Niederspannung
20ad9754-e966-4ad1-9541-f968c207f3df;"{""type"":""Point"",""coordinates"":[11.8196,53.4293],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 84;;;;false;2;0.4;1.0;Niederspannung
98c14f60-e196-4f12-903b-8485f1eacb16;"{""type"":""Point"",""coordinates"":[11.816,53.421],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 29;;;;false;2;0.4;1.0;Niederspannung
09285b78-9c18-4af7-9c7a-942cc868016f;"{""type"":""Point"",""coordinates"":[11.8213,53.4282],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 58;;;;false;2;0.4;1.0;Niederspannung
0d6ef8f6-0ba1-4fa7-8e63-e55cee12b165;"{""type"":""Point"",""coordinates"":[11.8162,53.4273],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 103;;;;false;2;0.4;1.0;Niederspannung
43040a39-8b6c-401f-9dfd-82b42aa6dec6;"{""type"":""Point"",""coordinates"":[11.816,53.4218],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 25;;;;false;2;0.4;1.0;Niederspannung
dc54bd8a-b7d8-4e99-adb0-d6ee5084241c;"{""type"":""Point"",""coordinates"":[11.8213,53.4267],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 81;;;;false;2;0.4;1.0;Niederspannung
2575f527-1f4e-45e2-bed2-4a5427f122e0;"{""type"":""Point"",""coordinates"":[11.816,53.423],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 3;;;;false;2;0.4;1.0;Niederspannung
30b2ce2d-41dd-4d1d-866d-47abd24bfc3e;"{""type"":""Point"",""coordinates"":[11.8175,53.4285],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 34;;;;false;2;0.4;1.0;Niederspannung
589bf32a-b361-4536-ae96-6d56d184eedb;"{""type"":""Point"",""coordinates"":[11.8213,53.4222],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 101;;;;false;2;0.4;1.0;Niederspannung
555cd075-0fe4-4a65-b027-f45cffa960d9;"{""type"":""Point"",""coordinates"":[11.8162,53.4281],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 31;;;;false;2;0.4;1.0;Niederspannung
62d603c3-f306-40b3-a665-ba9892d226f0;"{""type"":""Point"",""coordinates"":[11.816,53.4222],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 55;;;;false;2;0.4;1.0;Niederspannung
215eaa45-82c3-49c7-a60f-4fa13215de05;"{""type"":""Point"",""coordinates"":[11.8198,53.4199],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 24;;;;false;2;0.4;1.0;Niederspannung
f4da61e4-7600-4cd1-95b6-c70b56c049fc;"{""type"":""Point"",""coordinates"":[11.8196,53.4243],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 76;;;;false;2;0.4;1.0;Niederspannung
73e7a7e8-2154-46ea-9727-a4916af3570c;"{""type"":""Point"",""coordinates"":[11.8175,53.4253],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 18;;;;false;2;0.4;1.0;Niederspannung
85751c9b-3e5e-468a-9dc7-43775b0d4a6f;"{""type"":""Point"",""coordinates"":[11.817,53.4293],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 51;;;;false;2;0.4;1.0;Niederspannung
093160c4-6482-4c58-b952-217c615e3ada;"{""type"":""Point"",""coordinates"":[11.8213,53.426],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 68;;;;false;2;0.4;1.0;Niederspannung
79e19265-08e8-407f-ae95-2f78e344d3a4;"{""type"":""Point"",""coordinates"":[11.8196,53.4257],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 28;;;;false;2;0.4;1.0;Niederspannung
a966644c-37d5-4400-9fa0-725fd88586a8;"{""type"":""Point"",""coordinates"":[11.8213,53.4232],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 59;;;;false;2;0.4;1.0;Niederspannung
952c6b04-0d02-4ea2-a6cc-bb44fbbe4e52;"{""type"":""Point"",""coordinates"":[11.8198,53.4188],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 94;;;;false;2;0.4;1.0;Niederspannung
c6c20ab1-16fb-4f82-8017-273022da8bb0;"{""type"":""Point"",""coordinates"":[11.8182,53.4254],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 62;;;;false;2;0.4;1.0;Niederspannung
e68a088d-cf1a-40b7-9b1a-e0933352f4e6;"{""type"":""Point"",""coordinates"":[11.8173,53.4234],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 67;;;;false;2;0.4;1.0;Niederspannung
8f53645e-1f28-4eb1-807f-eb2a473f9d4c;"{""type"":""Point"",""coordinates"":[11.8191,53.4216],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 86;;;;false;2;0.4;1.0;Niederspannung
0d6c3f2b-5296-4ec1-995c-b150e72f035f;"{""type"":""Point"",""coordinates"":[11.8175,53.4248],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 80;;;;false;2;0.4;1.0;Niederspannung
ea4a6507-e504-4542-be5f-1019719b2257;"{""type"":""Point"",""coordinates"":[11.8184,53.4293],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 111;;;;false;2;0.4;1.0;Niederspannung
9644f198-e801-4545-87ee-a24e2a8039bd;"{""type"":""Point"",""coordinates"":[11.8221,53.429],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 39;;;;false;2;0.4;1.0;Niederspannung
a9288e77-2919-4db6-89eb-9737bd07f111;"{""type"":""Point"",""coordinates"":[11.8214,53.4246],""crs"":{""type"":""name"",""properties"":{""name"":""EPSG:4326""}}}";LV5.201 Bus 63;;;;false;2;0.4;1.0;Niederspannung
